hits,time,quality,transaction
6,16,2,0
6,58,1,0
7,266,1,0
7,409,1,0
7,363,1,0
7,80,2,0
7,237,1,0
7,451,3,0
7,2210,3,0
7,206,1,0
7,228,2,0
7,877,4,0
7,136,1,0
7,142,1,0
7,30,1,0
7,88,1,0
7,48,4,0
7,92,1,0
7,181,1,0
7,109,5,0
7,47,1,0
7,14,1,0
7,93,1,0
7,227,3,0
7,195,1,0
7,45,1,0
7,72,1,0
7,169,1,0
7,209,2,0
7,93,7,0
7,35,3,0
7,358,4,0
7,141,1,0
7,527,5,0
7,98,3,0
7,168,2,0
7,20,1,0
7,128,1,0
7,24,2,0
7,156,1,0
7,113,1,0
7,333,1,0
7,32,1,0
7,124,1,0
7,38,1,0
7,68,1,0
7,66,1,0
7,105,2,0
7,269,3,0
7,968,1,0
7,121,1,0
7,45,1,0
7,117,1,0
7,132,1,0
7,126,2,0
7,396,1,0
7,152,1,0
8,979,1,0
8,187,2,0
8,1025,1,0
8,309,3,0
8,91,1,0
8,203,1,0
8,580,6,0
8,47,1,0
8,280,3,0
8,1057,2,0
8,200,5,0
8,62,4,0
8,494,8,0
8,125,2,0
8,325,1,0
8,100,5,0
8,203,2,0
8,277,3,0
8,613,4,0
8,216,3,0
8,158,4,0
8,259,1,0
8,56,1,0
8,125,1,0
8,825,2,0
8,33,3,0
8,342,1,0
8,135,1,0
8,1040,2,0
8,212,1,0
8,28,2,0
8,77,1,0
8,457,8,0
8,86,1,0
8,963,1,0
8,237,1,0
8,336,1,0
8,51,1,0
8,184,3,0
8,1114,1,0
8,112,2,0
8,1676,2,0
8,166,5,0
8,287,1,0
8,130,5,0
8,45,1,0
9,135,1,0
9,155,1,0
9,157,1,0
9,325,2,0
9,112,2,0
9,704,3,0
9,427,1,0
9,45,1,0
9,132,1,0
9,88,2,0
9,114,2,0
9,150,5,0
9,111,4,0
9,47,3,0
9,1221,1,0
9,119,1,0
9,125,2,0
9,461,11,0
9,591,4,0
9,1224,1,0
9,160,1,0
9,116,4,0
9,523,1,0
9,429,2,0
9,102,7,0
9,129,1,0
9,20,1,0
9,294,1,0
9,213,1,0
9,249,6,0
9,1505,2,0
9,139,1,0
9,109,1,0
9,126,3,0
10,124,1,0
10,275,9,0
10,102,2,0
10,146,4,0
10,1560,5,0
10,370,28,0
10,93,2,0
10,599,12,0
10,451,5,0
10,120,2,0
10,78,1,0
10,111,4,0
10,118,1,0
10,1451,1,0
10,430,57,0
10,1681,10,0
10,58,1,0
10,586,13,0
10,130,3,0
10,59,2,0
10,95,2,0
10,173,11,0
10,5362,1,0
11,233,7,0
11,198,6,0
11,415,1,0
11,238,4,0
11,281,1,0
11,248,2,0
11,225,6,0
11,1077,81,0
11,565,1,0
11,53,1,0
11,589,5,0
11,272,20,0
11,512,3,0
11,731,8,0
11,456,64,0
11,340,2,0
11,212,80,1
11,685,6,0
11,666,5,0
11,358,22,0
11,750,8,0
11,228,2,0
12,1215,11,0
12,273,15,0
12,288,5,0
12,143,4,0
12,1192,27,0
12,341,75,0
12,190,2,0
12,316,18,0
12,80,5,0
12,121,1,0
12,212,16,0
12,569,9,0
12,380,39,0
12,153,9,0
12,194,1,0
12,420,75,0
12,374,29,0
12,106,4,0
12,2815,2,0
12,269,2,0
12,203,7,0
12,1320,3,0
12,400,3,0
12,688,5,0
12,116,5,0
13,177,3,0
13,188,6,0
13,1283,5,0
13,626,45,0
13,292,10,0
13,380,5,0
13,188,2,0
13,157,72,0
13,515,35,0
13,467,2,0
13,545,5,0
13,469,48,0
13,175,3,0
14,701,7,0
14,245,36,0
14,237,37,0
14,193,2,0
14,485,3,0
14,96,1,0
14,135,12,0
14,286,32,0
14,310,64,0
14,749,4,0
14,466,8,0
14,491,77,0
14,311,4,0
14,364,55,0
14,70,2,0
14,140,9,0
14,364,32,0
15,782,14,0
15,1471,42,0
15,271,12,0
15,631,27,0
15,255,71,0
15,239,2,0
15,1415,14,0
15,646,15,0
15,517,46,0
15,671,3,0
15,208,88,0
15,325,35,0
15,640,24,0
15,152,9,0
15,314,42,0
15,431,2,0
15,294,86,0
15,795,2,0
15,559,72,1
15,353,7,0
16,250,16,0
16,178,1,0
16,1514,26,0
16,847,46,0
16,149,6,0
16,1053,40,0
16,135,2,0
16,498,43,0
16,477,57,0
16,507,61,0
16,353,11,0
16,230,7,0
16,237,89,1
16,443,83,0
16,1474,94,1
16,320,39,0
16,151,1,0
16,189,1,0
17,270,33,0
17,197,38,0
17,554,40,0
17,262,53,0
17,2225,22,0
17,665,4,0
17,514,70,0
17,2725,64,0
17,178,51,0
17,241,28,0
17,484,19,0
17,1721,75,1
17,732,49,0
17,505,11,0
17,230,1,0
17,713,91,1
17,965,77,0
17,802,39,0
17,504,13,0
17,744,3,0
18,1634,12,0
18,1612,13,0
18,201,50,0
18,735,63,0
18,484,9,0
18,219,18,0
18,758,81,0
18,585,5,0
18,1102,46,0
18,1162,43,0
18,716,31,0
18,1114,57,1
18,162,19,0
18,1145,19,1
18,604,78,0
18,326,3,0
19,385,30,0
19,675,35,0
19,1203,25,0
19,676,6,0
19,1187,88,0
19,196,61,0
19,433,7,0
19,459,55,0
20,127,18,0
20,238,47,0
20,334,21,0
20,966,95,1
20,778,93,0
20,309,2,0
20,292,58,0
20,309,7,0
20,1349,56,0
20,293,38,0
20,204,15,0
20,2328,27,0
21,176,19,0
21,263,28,0
21,154,1,0
21,1157,45,0
21,401,77,1
21,463,7,0
21,1478,36,0
21,384,62,0
21,330,81,0
21,261,23,0
21,647,61,1
21,966,70,0
21,524,84,0
22,390,7,0
22,429,79,0
22,312,14,0
22,662,66,1
23,333,23,0
23,656,61,0
23,705,67,0
23,343,7,0
23,3092,46,0
23,1926,27,0
23,396,49,0
23,234,62,0
23,503,75,0
23,629,34,0
23,139,23,0
23,678,63,0
23,950,94,1
23,647,4,0
23,455,79,0
24,627,68,1
24,628,78,1
24,278,83,1
24,1376,81,0
24,914,40,0
25,3261,64,0
25,2445,59,0
25,1065,32,0
25,262,67,0
25,1209,6,0
25,565,39,0
25,332,82,0
25,1021,61,0
25,2011,54,1
26,335,22,0
26,561,48,0
26,936,68,1
26,277,48,0
26,553,9,0
26,239,40,0
27,757,34,0
27,1795,51,0
28,605,44,0
28,1133,38,1
28,1414,80,1
28,441,83,0
29,1533,62,0
29,672,87,0
29,1150,69,0
29,336,70,1
29,957,5,0
30,2684,84,0
30,846,77,1
30,794,73,1
30,761,69,1
30,1005,41,1
32,1176,59,0
32,4238,89,0
32,561,69,0
32,2772,35,0
33,426,85,0
33,495,64,0
33,3441,78,0
33,465,54,0
34,263,26,0
34,874,76,0
34,2344,82,0
34,3156,90,1
35,365,57,0
35,378,58,0
35,693,78,1
35,922,38,0
35,832,78,0
36,647,57,0
36,840,86,1
36,1548,73,0
36,832,13,0
37,2112,19,0
37,870,81,0
38,2055,12,0
38,2171,90,1
39,1383,57,0
39,487,55,0
39,639,79,1
39,3250,79,0
39,806,68,0
42,413,10,0
42,722,88,0
44,4379,13,0
44,882,88,0
45,1681,17,0
47,1222,84,1
47,1278,89,0
48,923,75,0
48,676,25,0
48,935,16,0
53,852,69,1
53,1546,78,1
53,4345,92,1
55,1405,67,0
55,1689,84,1
58,4885,86,1
58,2451,20,0
60,1701,75,0
62,840,49,0
63,2543,88,0
64,5455,52,0
71,2025,61,1
71,1827,91,1
78,1501,59,0
80,1685,51,1
81,3363,76,0
82,1572,91,1
84,2374,75,0
100,1792,62,0
140,2493,80,0
156,4444,74,1
193,3316,93,1
302,220,9,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
1,,1,0
2,1,1,0
2,37,1,0
2,57,1,0
2,78,1,0
2,21,1,0
2,42,1,0
2,26,1,0
2,103,1,0
2,913,1,0
2,92,1,0
2,59,1,0
2,17,1,0
2,,1,0
2,52,1,0
2,337,1,0
2,10,1,0
2,6,1,0
2,8,1,0
3,152,1,0
3,297,1,0
3,89,1,0
3,56,1,0
3,14,1,0
3,4,1,0
3,69,1,0
3,13,1,0
3,198,1,0
3,31,1,0
3,27,1,0
4,100,1,0
4,212,1,0
4,39,1,0
4,556,1,0
4,44,1,0
4,429,1,0
4,1254,1,0
4,53,1,0
5,126,1,0
5,62,1,0
5,54,1,0
5,94,1,0
5,1199,2,0
5,21,1,0
5,40,1,0
5,249,3,0
6,28,1,0
6,198,1,0
6,43,1,0
6,613,2,0
7,154,1,0
7,74,1,0
9,70,1,0
10,619,1,0
11,98,2,0
11,53,1,0
12,1449,6,0
14,41,4,0
14,467,5,0
18,493,6,0
